# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
6.280910700100059322e-16,2.786957244781752197e-16,3.165708212560835540e-14
7.632185099675430842e-16,2.789223636348080385e-16,3.176289407872314792e-14
9.319298739580507852e-16,2.791797432290388509e-16,3.175898105116473164e-14
7.125681961566599953e-16,2.785747638288393887e-16,3.190792482343088657e-14
8.340922434516603009e-16,2.782050550695326569e-16,3.178500753838582868e-14
6.644940166026014410e-16,2.778813482495151315e-16,3.194790023822027130e-14
8.884806687164780175e-16,2.778656646456378226e-16,3.181761583653793291e-14
8.588966912167674769e-16,2.771842364437036871e-16,3.176532261960899591e-14
6.261613460875383925e-16,2.771850566972541826e-16,3.198143812103947848e-14
8.047013805408759602e-16,2.777609047177913082e-16,3.190911545992037370e-14
8.439262085124182496e-16,2.779496031792787409e-16,3.194461221196914376e-14
7.472652090979073678e-16,2.784331289618496797e-16,3.207374983101202435e-14
6.766763062019424529e-16,2.778355797294316564e-16,3.205211786219221316e-14
