# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
4.657810962645301743e-16,7.069269895705806878e-17,1.048960367143399769e-14
4.718248638515407508e-16,7.204371703822067518e-17,1.095676613067626507e-14
4.261958615048966952e-16,7.241755890980599721e-17,1.115516134475476776e-14
4.874757521724377962e-16,7.206211391089352667e-17,1.100720459771203854e-14
5.027993529208519916e-16,7.058548759702680063e-17,1.052722824096943353e-14
4.164947580370905935e-16,6.843237532468490672e-17,9.939839260162898542e-15
4.189377760772215799e-16,6.679194625369886156e-17,9.450382796530994259e-15
4.636481687548012883e-16,6.626954817594737121e-17,9.278655230473206158e-15
4.914576808876489962e-16,6.609976377596754814e-17,9.223341236063821017e-15
4.915625445759869475e-16,6.601656448334318049e-17,9.222629792795447517e-15
4.807504230346723645e-16,6.588378416715348673e-17,9.225294552537537193e-15
4.672907162969431557e-16,6.567139688035232028e-17,9.207300872004835743e-15
4.404305249599426726e-16,6.537463046859350456e-17,9.178811400608687731e-15
4.817173553650190055e-16,6.530903358041330472e-17,9.136120354229702348e-15
4.829053074611649185e-16,6.518349475134397296e-17,9.110810546713241931e-15
4.654615502530729792e-16,6.497665953162670101e-17,9.083114082133319946e-15
4.304290058988173244e-16,6.485146624336398220e-17,9.101503981790312878e-15
4.310816516494419816e-16,6.479443020670345281e-17,9.098388986572715011e-15
4.665184393041391104e-16,6.462137157012233392e-17,9.040796576581654604e-15
4.441503445589280143e-16,6.435249260229659330e-17,9.004070909034041624e-15
4.085909841594579762e-16,6.431457337833266490e-17,9.033555612051460402e-15
3.910086132651454989e-16,6.416948047737062050e-17,9.032064030680551433e-15
3.559779702146668892e-16,6.392462499022584514e-17,9.023678857354033655e-15
3.708492310194881791e-16,6.373473361491455918e-17,8.975490064602488473e-15
3.751893768202251496e-16,6.352149052058747752e-17,8.927803523223617569e-15
4.224321746208660988e-16,6.341295818706778686e-17,8.879586786377141479e-15
4.281298000601844207e-16,6.316123084618943655e-17,8.846285817716812095e-15
4.059881143312272034e-16,6.292565416876305219e-17,8.838469224192353523e-15
4.230400572336454607e-16,6.287884711015252959e-17,8.832283598368664994e-15
4.193659299221996205e-16,6.286389676169147168e-17,8.849590852833142805e-15
4.335653741736405001e-16,6.271086362368265376e-17,8.824445853054766041e-15
4.369331046429764097e-16,6.227213854228658430e-17,8.746434678388499519e-15
4.280883446425781902e-16,6.192676015155708528e-17,8.700931052326456291e-15
4.189359701027237863e-16,6.173454355113848471e-17,8.681972610149021022e-15
4.355022939919166781e-16,6.162698788075954501e-17,8.659359443464328086e-15
4.524430399875097253e-16,6.148950953037839876e-17,8.630557718969294045e-15
4.016127392453678501e-16,6.132875832663645088e-17,8.657293030409415018e-15
3.679626712398333380e-16,6.103735117462130633e-17,8.648825722877344658e-15
4.300952851935216202e-16,6.063452375042131103e-17,8.528003546821131039e-15
4.712713087680869289e-16,6.033658379795877071e-17,8.428619626663545292e-15
4.724633762266502824e-16,6.022503452988684947e-17,8.413707705105208427e-15
4.551745719689573017e-16,6.015968265021126564e-17,8.435495067276027014e-15
4.670488746541770578e-16,6.006099459982554501e-17,8.428545838641556299e-15
4.734636186183907314e-16,5.997928794561577428e-17,8.426431609669399878e-15
4.953603058585867146e-16,6.001159559090312333e-17,8.433495662639576183e-15
